identifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,related,source,creator,closeMatch,relatedMatch,seeAlso 
A7FA3B,5,Q2,Polarisationsmikroskop,,petrographic microscope@en,"spezielles Lichtmikroskop, das polarisiertes Licht verwendet, um die optischen Eigenschaften von Materialien zu untersuchen. Bei Polarisationsmikroskopen handelt es sich in der Regel um Durchlichtmikroskope, bei denen unterhalb des Objekttisches ein Polarisationsfilter (Polarisator) über der Lichtquelle eingebracht ist. Dieser polarisiert das aus der Lichtquelle austretende Licht linear und lässt somit nur in einer Schwingungsebene schwingendes Licht durch das Präperat auf dem Objekttisch. Oberhalb des Objektives trifft dieses Licht auf einen weiteren Polarisationsfilter (Analysator), der das durch das Präperat geleitete Licht analysiert. Auf diese Weise werden z.B. bei kristallinen Substanzen charakteristische Eigenschaften wie Farbe, innere Strukturen, Doppelbrechung, optische Aktivität oder Stressmuster sichtbar, was wiederum eine nähere Differenzierung des untersuchten Materials ermöglicht. ",FC2113,,"Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,,,
A9F854,5,Q2,Fluoreszenzmikroskopen,,fluorescence microscope@en,"spezielles Lichtmikroskop, welches die Fluoresenz von Stoffen, bei einer Anregung mit spezifischen Wellenlängen, zur Visualisierung von internen Strukturen, Anordnungen und Zusammensetzungen nutzt. Die Probe wird dabei gezielt mit Licht einer bestimmten Wellenlänge beleuchtet und die emittierte Fluoresenzstrahlung erfasst. Besonders gut können dabei Strukturen erfasst werden, wenn nur ein Teil der Probe fluorisziert und sich somit die hellen Signale vor dem dunklen Hintergrund der nicht fluoreszierenden Stoffe abheben. ",FC2113,,"Marcel Locquin, Maurice Langeron, Handbook of Microscopy (London 1983).",LEIZA,,,
B94DCD,5,Q2,Auflichtmikroskop,,reflected light microscope@en,"Lichtmikroskop, bei dem die Lichtquelle von oben oder von der Seite auf das zu betrachtende Objekt/ die Probe gerichtet ist. Das Objekt reflektiert die auftreffenden Lichtstrahlen, die dann durch das Objektiv hindurch mit Hilfe von Spiegeln in Richtung des Okulars und damit auf das menschliche Auge bzw. auf eine Kamera gelenkt werden. Auf diese Weise können bei lichtundurchlässigen Objekten die oberflächlichen Strukturen, wie z.B. Feilspuren der Herstellung auf Metallobjekten, vergrößert betrachtet werden.",FC2113,,https://de.wikipedia.org/wiki/Auflichtmikroskopie,LEIZA,,,
A9611D,5,Q2,Durchlichtmikroskop,,transmitted light microscope@en,"Lichtmikroskop, bei dem sich die Lichtquelle unterhalb des Objekttisches befindet und das Licht somit durch das Präperat hindurch geleitet wird, bevor es vom Objektiv eingefangen und weiter zum Okular und schließlich auf das menschliche Auge bzw. auf eine Kamera gelenkt wird. Auf diese Weise können die inneren Strukturen durchsichtiger/durchscheinender bzw. dünn geschnittener Präperate vergrößert sichtbar gemacht werden.",FC2113,,https://de.wikipedia.org/wiki/Lichtmikroskop,LEIZA,,,
AG4G3C,5,Q2,Digitalmikroskop,,,"Lichtmikroskop ohne Okular, bei dem die vom Objektiv eingefangenen Lichtstrahlen auf eine Kamera gelenkt werden. Über einen mit der Kamera verbundenen Bildschirm wird der durch das Mikroskop eingefangene Bildausschnitt digital sichtbar.  ",FC2113,,,LEIZA,http://vocab.getty.edu/page/aat/300444116,,
B7AF8G,5,Q2,Konfokalmikroskop,,,"Spezielle Art des Lichtmikroskops, bei dem nur einzelne Bereiche der zu untersuchenden Probe mit einer punkförmigen Lichquelle beleuchtet werde. Diese Beleuchtung wird Schritt für Schritt über die gesamte Probe gerastert, sodass nacheinander an allen Bereichen der Probe die Lichtintensitäten des reflektierten oder fluoreszierten Lichtes gemessen und zu einem gesamt Bild konstruiert wird. ",FC2113,,ISO 25178-607 : 2019-03| https://de.wikipedia.org/wiki/Konfokalmikroskop ,LEIZA,,,
B764C6,4,Q2,Rasterelektronenmikroskop,REM (Gerät),scanning electron microscope@en|SEM@en,"Mikroskop, bei dem ein erzeugter Elektronenstrahl gezielt auf die Oberfläche eines Objekt gelenkt wird, diese in einem bestimmten Muster abrastert und durch die Wechselwirkung zwischen Elektronen und Objektoberfläche eine Abbildung der Oberflächenbeschaffenheit erzeugt wird. ",B538AG,D3BFFF,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| William D. Callister, David G. Rethwisch, Materials Science and Engineering. An Introduction (New Jersey 2018)10. ",LEIZA,http://vocab.getty.edu/page/aat/300024596,,
G8C987,3,Q2,UV-Lampe,UV-Licht| Schwarzlicht,,"Lichquelle, die ultraviolettes Licht emittieren kann. In der Regel handelt es sich dabei um Lampen mit UV-A Filter, Gasentladungslampen oder spezielle LEDs. ",AA6941,B53C8F,"Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 51.",LEIZA,,,
D4A13D,2,Q3,[Untersuchungsmethode],,examination method@en,strukturierender Sammelbegriff für verschiedene Vorgehensweisen bei der Untersuchung von Objekten,CA1BC5,,,LEIZA,,,
G9B788,3,Q2,Materialanalyse,,material analysis@en,Analyse des Objektswerkstoffes auf spezifische Eigenschaften,D4A13D,,,LEIZA,,,
G17B8B,4,Q2,Analyse der chemischen Zusammensetzung,,,"Methode, bei der mit Hilfe technischer Geräte die Eigenschaften von Stoffen untersucht und Rückschlüsse auf die chemische Zusammensetzung von Materialien gezogen werden kann.",G9B788,,,LEIZA,,,
FCB7A5,5,Q2,Röntgenfluoresezenzanalyse,RFA,XRF@en|X-ray fluorescence analysis@en,,G9B788,,,LEIZA,,http://vocab.getty.edu/page/aat/300224161,
BFGB1A,5,Q2,Laser Ablation – Inductively Coupled Plasma – Mass Spectrometry,LA-ICP-MS,,,G9B788,,,LEIZA,,,
GA6422,5,Q2,Laserinduzierte Plasmaspektroskopie,LIBS|LIPS,laser-induced breakdown spectroscopy@en,,G17B8B,,,LEIZA,,,
G69G4B,5,Q2,Optische Emissionsspektrometrie mit induktiv gekoppeltem Plasma,ICP-OES,inductively coupled plasma optical emission spectrometry@en,,G17B8B,,,LEIZA,,,
DADDD6,5,Q2,Instrumentelle Neutronenaktivierungsanalyse,INAA,,,G17B8B,,,LEIZA,,,
DG129D,5,Q2,energiedispersive Röntgenspektroskopie,EDX|EDS,energy dispersive X-ray spectroscopy@en,,G17B8B,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).",LEIZA,,,
C2DF6G,5,Q2,Fourier-Transform-Infrarotspektrometrie,FTIR,fourier transform infrared spectroscopy@en,"analytische Methode, die zur Identifizierung und Charakterisierung von organischen und anorganischen Verbindungen verwendet wird. Das Prinzip beruht auf der Interferenz von Strahlung zwischen zwei Lichtstrahlen, bei der die Änderung der Weglänge zwischen den beiden Strahlen in Form eines Signals (Interferogram) gemessen und als Infrarotspektrum am Computer ausgewertet werden kann. Dieses gibt Auskunft über die molekulare Struktur und chemische Zusammensetzung einer Probe. ",G17B8B,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Barbara Stuart, Infrared Spectroscopy: Fundamentals and Applications (Chichester 2004). ",LEIZA,,,
CG676B,4,Q2,Analyse der isotopischen Zusammensetzung,,Analysis of isotopic composition@en,,G9B788,,,LEIZA,,,
A17652,5,Q2,Multicollector-Inductively Coupled Plasma Mass Spectrometry,MC-ICP-MS,,,CG676B,,,LEIZA,,,
G87B12,5,Q2,Thermoionisations-Massenspektrometrie,TIMS,thermal ionization mass spectrometry@en,,CG676B,,,LEIZA,,,
D5F8G2,5,Q2,Gaschromatographie mit Massenspektrometrie,GC-MS,,,CG676B,,,LEIZA,,,
G13A7B,4,Q2,Strukturanalyse,,structural analysis@en,"Sammelbegriff für Analysen, die die innere Struktur eines Objektes sichtbar machen bzw. diese auf spezifische Eigenschaften untersuchen",G9B788,,,LEIZA,,,
FFA1AC,5,Q2,Ramanspektroskopie,,,,G13A7B,,,LEIZA,,,
D3BFFF,5,Q2,Rasterelektronenmikroskopie,REM (Analysemethode),scanning electron microscopy@en| SEM@en,Methode mit dem die Objektoberfläche durch das Abrastern mit einem Elektronenstrahl vergrößert abgebildet wird. Erzeugt wird das Bild der Objektoberfläche durch die Wechselwirkungen der Elektronen mit dem Objekt.,G13A7B,B764C6,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| William D. Callister, David G. Rethwisch, Materials Science and Engineering. An Introduction (New Jersey 2018)10. ",LEIZA,,,
FB231A,5,Q2,Röntgenuntersuchung,,,Sammelbegriff für Verfahren zur bildhaften Darstellung inneren Strukturen eines Objektes mit Hilfe von Röntgenstrahlen,G13A7B,,,LEIZA,,,
A2B5A3,6,Q2,konventionelle Radiographie,Röntgen,,"zerstörungsfreies, bildgebendes Verfahren bei dem das Objekt mit Röntgenstrahlen durchleuchtet und auf einem Röntgenfilm oder Detektor abgebildet wird. Das Röntgenbild zeigt eine Abbildung des dreidimensionalen Objektes auf einer zweidimensionalen Fläche. Je nach Dichte des untersuchten Materials werden die Röntgenstrahlen unterschiedlich stark absorbiert und zeigen eine dunklere oder hellere Darstellung auf dem belichteten Röntgenfilm. Mit Hilfe dieses Verfahrens lassen sich z.B. korrodierte Metalle untersuchen, da das Metall in seiner metallischen Form dichter ist als seine Korrosionsprodukte. Auf dem Röntgenfilm ist es daher heller abgebildet und lässt sich von den weniger deutlich sichtbaren Korrosionsprodukten unterscheiden. ",FB231A,G8D62A,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",LEIZA,,,
AF9A88,6,Q2,Röntgen-Computertomographie,CT (Analysemethode),,"Bildgebendes Verfahren, bei dem das Objekt aus mehreren Richtungen mit Röntgenstrahlen durchleuchtet wird. Je nach Dichte des untersuchten Materials werden die Röntgenstrahlen unterschiedlich stark absorbiert. Durch die verschiedenen Richtungen, aus denen die Röntgenstrahlen durch das Objekt treten, entstehen mehrere Absorptionsprofile. Diese werden nach Abschluss der Aufnahmen mit Hilfe des Computers zu digitalen Schnittbildern zusammengerechnet. In dem mehrere angrenzende Schnittbilder zusammengesetzt und die Volumengrafiken errechnet werden, lassen sich dreidimensionale Darstellungen der inneren Struktur des untersuchten Objektes erzeugen. ",FB231A,DG6841,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Frédérique-Sophie Tissier, Sabine Brechbühl Trijasse, Röntgenaufnahmen, Computertomografie und Neutronenuntersuchung.Bildgebende Verfahren im Dienst der Archäologie und der Konservierung-Restaurierung. Archäologie Bern 2014, 236 - 246.",LEIZA,,,
FFAF3C,4,Q2,Röntgendiffraktion,Röntgenbeugung|XRD,X-ray diffraction@en,,G13A7B,,,LEIZA,,,
C5BD13,4,Q2,Datierung,,dating@en,"Methode anhand spezifischer Materialeigenschaften das Alter des Materials, und damit des Objektes, zu bestimmen.",G9B788,,,LEIZA,,,
B3G5C7,5,Q2,Dendrochronologie,,,,C5BD13,,,LEIZA,,,
F6739F,5,Q2,Radiokarbondatierung,C14-Datierung| Radiokarbonmethode|Radiokohlenstoffdatierung,,,C5BD13,,,LEIZA,,,
A946B5,4,Q2,chemische Untersuchung,,chemical tests@en,"Untersuchungsmethode von Materialien und ihren Eigenschaften mit Hilfe chemischer Reagenzien. Bei dieser Untersuchungsart können zum einen unbekannte Materialien identifiziert, bzw. näher eingegrenzt und zum anderen Verhaltensweisen von Materialien in klar definierten Rahmenbedingungen untersucht werden. ",G9B788,,,LEIZA,,,
DCD522,5,Q2,Mikro-Quelltest,,,,A946B5,,,LEIZA,,,
F66444,5,Q2,Spot-Test,,,Qualitätive Untersuchungsmöglichkeit unbekannter Materialien. Eine Probe der unbekannten Substanz wird mit einer definierten chemischen Substanz oder Lösung in Kontakt gebracht und sämtliche auftretenden Reaktionen dokumentiert. Mit Hilfe von detaillierten Referenzbeschreibungen können die Beobachtungen ausgewertet und das unbekannte Material identifiziert oder zumindest die zugehörige Stoffklasse näher eingegrenzt werden. ,A946B5,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 52.",LEIZA,,,
DAA4F8,5,Q2,Oddy-Test,,,,A946B5,,,LEIZA,,,
F7AGD2,4,Q2,Probennahme,Probenentnahme,,"Entnahme einer Stichprobe nach spezifischen Verfahren je nach angedachter Untersuchungsmethode. Die Probennahme dient dazu Aussagen zur Beschaffenheit, Zusammensetzung und/oder charakterischischen Eigenschaften eines Materials treffen zu können.",G9B788,,,LEIZA,,,
DD4383,4,Q2,Brennprobe,,,,G9B788,,,,,,
BAA12F,3,Q2,Photogrammetrie,,,,D4A13D,,,LEIZA,,,
CA7279,3,Q2,visuelle Begutachtung,,visual examination@en,Betrachtung und Einschätzung des optischen Erscheinungsbildes/Zustandes des Objektes mit dem menschlichen Auge,D4A13D,,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990)., S. 58-60.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 260.",LEIZA,,,
B53C8F,4,Q2,UV-Lumineszenz-Untersuchung,,uv fluorescence examination@en,"zerstörungsfreie Untersuchungsmethode, bei der das Objekt mit UV-Licht bestrahlt wird. Befinden sich in dem Objektmaterial fluoreszierende Stoffe werden diese durch die kurzwelligen UV-Strahlen zum Leuchten angeregt und gegenüber den nicht fluoreszierenden Stoffen sichtbar. Auf diese Weise lassen sich z.B. Klebstoffe, Überzüge, Retuschen und Übermalungen auf bereits restaurierten Objekten sichtbar machen, die mit dem bloßen Auge im Tageslicht nicht zu erkennen sind. Als Methode zur Identifizierung eines Stoffes ist die UV-Fluoreszenz nur bedingt geeignet. Viele Stoffe zeigen zwar eine charakteristische Färbung in ihrer Fluoreszenz, die mit Hilfe von Referenztabellen bestimmt werden kann, allerdings können Verunreinigungen (wie z.B. Staub) die Fluoreszenz stark beeinträchtigen, indem sie entweder die natürliche Fluorezenz des Materials auslöschen oder selbst fluoreszieren. ",CA7279,G8C987,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Franz Mairinger, UV-, IR- and X-ray imaging. In: S Jannsens, R. van Grieken (Hrsg.), Non-Destructive Microanalysis of Cultural Heritage Materials, Amsterdam 2004, 15-75.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 230.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 36/37.",LEIZA,,,
D4AC7A,4,Q2,mikroskopische Untersuchung,Mikroskopie,,Begutachtung eines Objektes mit dem menschlichen Auge mit Hilfe eines Mikroskops,CA7279,B538AG,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 35.",LEIZA,,,
A18D95,0,Q2,Konservierungskonzept,Konservierungsplanung|Restaurierungsplanung| Restaurierungskonzept,,"Festlegung des anzustrebenden Konservierungs-/Restaurierungsziels, Planung/Entwicklung der methodischen Vorgehensweise zur Erhaltung und Wiederherstellung des Objektes, Zeitplanung und Risikoabschätzung, basierend auf den Ergebnissen der Zustandserfassung.",top,C4BCF8,"Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 54/55.| DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.",LEIZA,,,
DA4158,1,Q2,Konservierungs-/Restaurierungsziel,,,"Festlegung der spezifischen Ziele und Absichten, die bei der Restaurierung oder Konservierung eines Objektes verfolgt werden. Diese Ziele können vielfältig sein und umfassen typischerweise den Erhalt des Objekts in seiner gegenwärtigen Form, die Wiederherstellung seiner ästhetischen Erscheinung, die Sicherung seiner strukturellen Integrität sowie die Erhaltung seiner historischen oder kulturellen Bedeutung für zukünftige Generationen.",A18D95,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 54/55.",LEIZA,,,
AC1786,1,Q2,Zeitplanung,,,Einschätzung und Planung des für das Erreichen des Konservierungs-/Restaurierungsziels benötigten Zeitrahmens,A18D95,,,LEIZA,,,
CDD6B5,1,Q2,Risikobeurteilung,,risk assessment@en,"Systematischer Prozess zur Bestimmung, Bewertung und Priorisierung potenzieller Gefahren, die das Objekt bzw. dessen Werkstoff beeinträchtigen könnten. Durch die Risikobeurteilung können die benötigten Maßnahmen zur Minimierung der festgestellten Risiken gezielt gewählt werden, um einen langfristigen Erhalt des Objektes zu gewährleisten.",A18D95,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 54/55.",LEIZA,,http://vocab.getty.edu/page/aat/300263660,
GDF23F,1,Q2,Methodik,Vorgehensweise,methodology@en,"Planung der strukturierten Vorgehensweise bei der praktischen Durchführung zur Erreichung des festgelegten Restaurierungs-/Konservierungsziel. Basierend auf den Erkenntnissen der Zustandserfassung sowie unter Berücksichtigung der Risikobeurteilung und der Zeitplanung werden die geeignetsten Methoden und Techniken, die benötigten Materialien sowie Werkzeuge festgelegt. ",A18D95,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 54/55.",LEIZA,,http://vocab.getty.edu/page/aat/300054676,
CFGDA3,0,Q2,Maßnahme,durchgeführte Maßnahme| Eingriff| Behandlung,,Ausführung der im Restaurierungskonzept geplanten Vorgehensweisen zur Erreichung des festgelegten Restaurierungs-/Konservierungsziel ,top,A18D95,,LEIZA,,,
F37GBB,1,Q3,[Behandlungsmethode],,,,CFGDA3,,,,,,
D32A26,2,Q2,Konservierung,,,Vorkehrungen oder Eingriffe zur Stabilisierung eines Objektes.,F37GBB,,,,,,
F5G576,3,Q2,präventive Konservierung,präventive Maßnahmen,preventive conservation@en| preventive care@en,"Sammelbegriff für vorbeugende Maßnahmen zur Vermeidung oder Minimierung von künftigen Schaden, Abbau, Verlust und folglich invasivem Eingriff. Bei der präventiven Konservierung findet lediglich eine passive Einwirkung auf das Objekt statt.",D32A26,DAB4B7,"DIN EN 15898:2020-02,Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung| ICOM-CC, Terminology to characterize the conservation of tangible cultural heritage, (2008). https://www.icom-cc.org/en/terminology-for-conservation (aufgerufen am 31.10.2024)",LEIZA,,,
AC16G1,4,Q2,Verpacken,Verpackung,,Maßnahme zur schützenden/sichernden Umhüllung des Objektes während eines Transportes und/oder der Depotlagerung ,F5G576,D9G356,"DIN EN 16141:2013-01, Erhaltung des kulturellen Erbes - Richtlinien für den Umgang mit Umwelt- und Umgebungsbedingungen - Schaudepots: Definitionen und Merkmale von Sammlungszentren bestimmt für die Bewahrung und Pflege des kulturellen Erbes; Deutsche Fassung EN 16141:2012, Deutsches Institut für Normung.",LEIZA,,,
D78721,4,Q2,Montage,,,,F5G576,,,LEIZA,,,
F285B2,4,Q2,Risikomanagement,,,,F5G576,,,LEIZA,,,
GG1924,4,Q2,Monitoring,,,,F5G576,,,,,,
G98FD4,3,Q2,stabilisierende Konservierung,stabilisierende Maßnahme,conservation@en| remedial conservation@en,"Sammelbegriff für Methoden des aktive Eingriffs, der direkt an einem Objekt vorgenommen wird, um weiteren Abbau, Zerfall und/oder Schädigung zu verhindern, zu verzögern und/oder zu begrenzen",D32A26,,"DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.| ICOM-CC, Terminology to characterize the conservation of tangible cultural heritage, (2008). https://www.icom-cc.org/en/terminology-for-conservation (aufgerufen am 31.10.2024)",LEIZA,http://vocab.getty.edu/page/aat/300404519,"https://www.wikidata.org/wiki/Q46993143|
https://www.wikidata.org/wiki/Q1479406 |
https://d-nb.info/gnd/4114279-2 ",
C6A532,4,Q2,Entsalzung,Entsalzen,desalination@en,Methode zur Entfernung von durch die Bodenlagerung in ein Objekt/Material eingedrungenen Salzen,G98FD4,A2B746|DFD1B7,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.81.",LEIZA,http://vocab.getty.edu/page/aat/300053754,"https://d-nb.info/gnd/4124842-9|
https://www.wikidata.org/wiki/Q190873 ",
B614CA,3,Q2,Feuchtkammermethode,,,Methode zur Entfernung von Salzen aus Buntmetalllegierungen. Dabei wird das Objekt dünn mit einem Feuchthaltemittel (z.B. Agar-Agar oder Gelatine) eingestrichen und eng mit Aluminium- oder Zinnfolie umwickelt. Das auf  diese Weite präparierte Objekt wird anschließend in eine Feuchtkammer (luftdicht verschlossenes Gefäß mit hoher Luftfeuchtigkeit) gelegt und mehrere Tage darin belassen. Das unedle und damit reaktionsfreudige Aluminium (bzw. Zinn) reagiert dabei mit den enthaltenen Chloridionen zu Aluminium- bzw Zinnchlorid. ,C6A532,,,LEIZA,,,
C349C5,5,Q2,Kompressenentsalzung,,,Entfernung von durch die Bodenlagerung eingedrungenen Salzen aus dem Objektwerkstoff durch die Auflage von feuchtigkeitsgetränktem Kompressenmaterial. Durch ein Feuchte- und/oder Konzentrationsgefälle zwischen Objekt und Kompresse werden die Salze durch Diffusion und den Kapillareffekt aus dem Objektmaterial in die Kompresse gezogen. ,C6A532,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 92/97.",LEIZA,,,
DA9G57,5,Q2,Badentsalzung,,,"Entfernung von durch die Bodenlagerung eingedrungenen Salzen aus dem Objektwerkstoff durch das Einlegen des Objektes in eine Badlösung. Durch den osmotischen Druck, basierend auf dem Konzentrationsgefälle zwischen Objekt und der Badlösung, werden die Salze aus dem Objekt gespült.  ",C6A532,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003)2, S. 250.| Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.81.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 97.",LEIZA,,,
A1B449,5,Q2,Ausspülung,,,"Entfernung von durch die Bodenlagerung eingedrungenen Salzen aus dem Objektwerkstoff, indem fließendes Wasser kontinuierlich über das Objekt geleitet wird.",C6A532,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 97.",LEIZA,,,
D66263,5,Q2,elektrochemische Entsalzung,,,Entfernung von durch die Bodenlagerung eingedrungenen Salzen aus dem Objektwerkstoff durch das Anlegen elektrischer Spannung ,C6A532,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 98.",LEIZA,http://vocab.getty.edu/page/aat/300443551,,
F72743,4,Q2,Plasmabehandlung,,,"Methode, bei der mit Hilfe von ionisiertem Gas (Plasma) die korrodierte Oberfläche von Metallobjekten reduziert werden kann. Auf diese Weise lassen sich zum Beispiel dunkle Sulfidflecken entfernen, indem das Silbersulfid zu metallischem Silber reduziert wird.",G98FD4,A7C8CB|C99F9G,"Katharina Schmidt-Ott, Erhaltung von Kulturgütern. Das Plasma in der Metallkonservierung – Möglichkeiten und Grenzen. Collectio archaeologica 7 (Zürich 2010) S. 30/31.",LEIZA,,,
DA9CGG,4,Q2,Festigung,Festigen|Sicherung|Stabilisierung,consolidation@en,Methode zur Verbesserung des inneren Zusammenhaltes oder der mechanischen Stabiliät eines Objektes durch Zuführung eines stabilisierenden Materials,G98FD4,AG2965|GFD582|B572B5|DF5773|F89522|DF633G,"DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 100/101.",LEIZA,http://vocab.getty.edu/page/aat/300219960| http://vocab.getty.edu/page/aat/300053768 ,,
B26D29,5,Q2,temporäre Stabilisierung,temporäre Festigung,,"zeitlich begrenzte, nicht dauerhafte Unterstützung eines fragilen Materials, beispielsweise für einen Transport oder als Erstversorgungsmaßnahme.",DA9CGG,CD13GA|AG2965|GFD582|B572B5|DF5773|F89522|DF633G,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 99.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 112/113.",LEIZA,,,
A9FF5A,5,Q2,Tränkung,,,"Konservierungsmethode, bei der die poröse/instabile, innere Werkstoffstruktur eines Objektes durch die Einbringung eines sich in Lösung befindlichen Polymers stabilisiert wird. Nach Verflüchtigung des Lösungsmittels bildet das Polymere ein stabiles Gerüst, welches die instabile Struktur des original Objektmaterials zusammenhält und unterstützt.  ",DA9CGG,AF31AG|AG2965|GFD582|B572B5|DF5773|F89522|DF633G,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 263/264.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 55.",LEIZA,,,
C17A3G,6,Q2,Badtränkung,,,"Festigungsmethode, bei der das Objekt durch Eintauchen in eine Badlösung gefestigt wird. Der gesamte Porenraum des Objektwerkstoffes wird dabei mit einem sich in Lösung befindlichen Polymers ausgefüllt. Theoretisch sind bei der Badtränkung auch Teiltränung gezielter Bereiche möglich, in dem nur diese Bereiche in das Bad eingetaucht werden. Durch den Kapillareffekt im Inneren eines porösen Materials, kann die Verteilung des gelösten Polymers jedoch nicht genau kontrolliert werden. Aus diesem Grund wird unter einer Badtränkung in der Regel eine Volltränkung des gesamten Objektes verstanden.",A9FF5A,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 104.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 264.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 109-111.",LEIZA,,,
A9D149,6,Q2,Vacuumtränkung,Niederdrucktränkung,,"Spezielle Art der Badtränkung, bei der die Zugabe des Festigungsmittel (ein gelöstes Polymer) unter Vakuum, z.B. in einem Exsikkator, erfolgt. Durch das erzeugte Vakuum entsteht ein Sog, der die Polymerlösung tiefer in den Porenraum des Objektmaterials zieht. Auf diese Weise ist eine besonders gute Penetration des Objektes mit dem Festigungsmittel möglich. Allerdings ist die Methode nicht für sehr fragile Objekte geeignet, da der erzeugte Druck durch das Vakuum die instabile Struktur des Materials weiter beschädigen könnte. ",C17A3G,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 104.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 264/265.",LEIZA,,,
CD536F,6,Q2,Pinseltränkung,,,"Festigungsmethode, bei der ein sich in Lösung befindliches Polymer als Festigungsmittel auf die Oberfläche des Objektes aufgepinselt wird. Der Prozess wird nach Bedarf mehrfach wiederholt um den Sättigungsgrad der Tränkung und somit die stabilisierende Wirkung zu erhöhen. Bei dieser Methode ist eine sehr kontrollierte Einbringung des Festigungsmittels möglich, sodass auch nur gezielte Bereiche eines Objektes gefestigt werden können. ",A9FF5A,CC2BBB,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 103.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 264-266.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 111.",LEIZA,,,
